"channel_group","month_end","activity","accounts changed target","net revenue target","compl_psu_conn_target"
"Third Party Retail","6/1/24","Downgrade","725","-47551.92","8926"
"Third Party Retail","6/1/24","Downtier","1550","-48931.41","8926"
"Third Party Retail","6/1/24","New Connect","5099","327023.55","8926"
"Third Party Retail","6/1/24","Transfer","807","1601.36","8926"
"Third Party Retail","6/1/24","Upgrade","430","4334.35","8926"
"Third Party Retail","6/1/24","Uptier","751","19751.81","8926"
"Third Party Retail","7/1/24","Disconnect","2806","-293083.78","8993"
"Third Party Retail","7/1/24","Downgrade","787","-51671.63","8993"
"Third Party Retail","7/1/24","Downtier","1685","-53170.64","8993"
"Third Party Retail","7/1/24","New Connect","5112","327829.75","8993"
"Third Party Retail","7/1/24","Transfer","828","1642.72","8993"
"Third Party Retail","7/1/24","Upgrade","433","4355.28","8993"
"Third Party Retail","7/1/24","Uptier","755","19847.17","8993"
"Third Party Retail","8/1/24","Disconnect","2794","-291786.44","10033"
"Third Party Retail","8/1/24","Downgrade","784","-51442.9","10033"
"Third Party Retail","8/1/24","Downtier","1677","-52935.27","10033"
"Third Party Retail","8/1/24","New Connect","6565","420571.86","10033"
"Third Party Retail","8/1/24","Transfer","780","1547.81","10033"
"Third Party Retail","8/1/24","Upgrade","493","4967.16","10033"
"Third Party Retail","8/1/24","Uptier","861","22635.52","10033"
"Third Party Retail","9/1/24","Disconnect","2499","-261053.95","9223"
"Third Party Retail","9/1/24","Downgrade","701","-46024.67","9223"
"Third Party Retail","9/1/24","Downtier","1501","-47359.85","9223"
"Third Party Retail","9/1/24","New Connect","5661","362413","9223"
"Third Party Retail","9/1/24","Transfer","707","1403.33","9223"
"Third Party Retail","9/1/24","Upgrade","417","4196.7","9223"
"Third Party Retail","9/1/24","Uptier","727","19124.51","9223"
"Third Party Retail","10/1/24","Disconnect","2407","-251367.57","9960"
"Third Party Retail","10/1/24","Downgrade","675","-44316.93","9960"
"Third Party Retail","10/1/24","Downtier","1445","-45602.57","9960"
"Third Party Retail","10/1/24","New Connect","6249","399230.55","9960"
"Third Party Retail","10/1/24","Transfer","700","1390.06","9960"
"Third Party Retail","10/1/24","Upgrade","402","4043.1","9960"
"Third Party Retail","10/1/24","Uptier","701","18424.57","9960"
"Third Party Retail","11/1/24","Disconnect","2090","-218243.27","10133"
"Third Party Retail","11/1/24","Downgrade","586","-38477","10133"
"Third Party Retail","11/1/24","Downtier","1255","-39593.23","10133"
"Third Party Retail","11/1/24","New Connect","5982","382097.59","10133"
"Third Party Retail","11/1/24","Transfer","621","1231.75","10133"
"Third Party Retail","11/1/24","Upgrade","373","3755.57","10133"
"Third Party Retail","11/1/24","Uptier","651","17114.25","10133"
"Third Party Retail","12/1/24","Disconnect","2190","-228717","10071"
"Third Party Retail","12/1/24","Downgrade","614","-40323.56","10071"
"Third Party Retail","12/1/24","Downtier","1315","-41493.35","10071"
"Third Party Retail","12/1/24","New Connect","5851","373612.49","10071"
"Third Party Retail","12/1/24","Transfer","613","1216.84","10071"
"Third Party Retail","12/1/24","Upgrade","361","3634.35","10071"
"Third Party Retail","12/1/24","Uptier","630","16561.85","10071"
"Care","1/1/25","Disconnect","892",,"1668"
"Care","1/1/25","Downgrade","349",,"1668"
"Care","1/1/25","Downtier","3517",,"1668"
"Care","1/1/25","New Connect","422",,"1668"
"Care","1/1/25","Transfer","15",,"1668"
"Care","1/1/25","Upgrade","326",,"1668"
"Care","1/1/25","Uptier","16776",,"1668"
"Care","2/1/25","Disconnect","826",,"1605"
"Care","2/1/25","Downgrade","323",,"1605"
"Care","2/1/25","Downtier","3258",,"1605"
"Care","2/1/25","New Connect","394",,"1605"
"Care","2/1/25","Transfer","17",,"1605"
"Care","2/1/25","Upgrade","317",,"1605"
"Care","2/1/25","Uptier","16306",,"1605"
"Care","3/1/25","Disconnect","910",,"1785"
"Care","3/1/25","Downgrade","355",,"1785"
"Care","3/1/25","Downtier","3894",,"1785"
"Care","3/1/25","New Connect","417",,"1785"
"Care","3/1/25","Transfer","20",,"1785"
"Care","3/1/25","Upgrade","345",,"1785"
"Care","3/1/25","Uptier","17733",,"1785"
"Care","4/1/25","Disconnect","938",,"1713"
"Care","4/1/25","Downgrade","367",,"1713"
"Care","4/1/25","Downtier","4015",,"1713"
"Care","4/1/25","New Connect","421",,"1713"
"Care","4/1/25","Transfer","18",,"1713"
"Care","4/1/25","Upgrade","341",,"1713"
"Care","4/1/25","Uptier","17545",,"1713"
"Care","5/1/25","Disconnect","1048",,"1924"
"Care","5/1/25","Downgrade","410",,"1924"
"Care","5/1/25","Downtier","3780",,"1924"
"Care","5/1/25","New Connect","498",,"1924"
"Care","5/1/25","Transfer","20",,"1924"
"Care","5/1/25","Upgrade","394",,"1924"
"Care","5/1/25","Uptier","20291",,"1924"
"Care","6/1/25","Disconnect","1030",,"1948"
"Care","6/1/25","Downgrade","402",,"1948"
"Care","6/1/25","Downtier","3713",,"1948"
"Care","6/1/25","New Connect","492",,"1948"
"Care","6/1/25","Transfer","21",,"1948"
"Care","6/1/25","Upgrade","397",,"1948"
"Care","6/1/25","Uptier","20438",,"1948"
"Care","7/1/25","Disconnect","1067",,"2042"
"Care","7/1/25","Downgrade","417",,"2042"
"Care","7/1/25","Downtier","3846",,"2042"
"Care","7/1/25","New Connect","540",,"2042"
"Care","7/1/25","Transfer","21",,"2042"
"Care","7/1/25","Upgrade","427",,"2042"
"Care","7/1/25","Uptier","21975",,"2042"
"Care","8/1/25","Disconnect","1074",,"2237"
"Care","8/1/25","Downgrade","420",,"2237"
"Care","8/1/25","Downtier","3873",,"2237"
"Care","8/1/25","New Connect","585",,"2237"
"Care","8/1/25","Transfer","20",,"2237"
"Care","8/1/25","Upgrade","450",,"2237"
"Care","8/1/25","Uptier","23157",,"2237"
"Care","9/1/25","Disconnect","923",,"1983"
"Care","9/1/25","Downgrade","361",,"1983"
"Care","9/1/25","Downtier","3329",,"1983"
"Care","9/1/25","New Connect","460",,"1983"
"Care","9/1/25","Transfer","20",,"1983"
"Care","9/1/25","Upgrade","371",,"1983"
"Care","9/1/25","Uptier","19075",,"1983"
"Care","10/1/25","Disconnect","921",,"1809"
"Care","10/1/25","Downgrade","360",,"1809"
"Care","10/1/25","Downtier","3322",,"1809"
"Care","10/1/25","New Connect","478",,"1809"
"Care","10/1/25","Transfer","18",,"1809"
"Care","10/1/25","Upgrade","373",,"1809"
"Care","10/1/25","Uptier","19215",,"1809"
"Care","11/1/25","Disconnect","835",,"1700"
"Care","11/1/25","Downgrade","326",,"1700"
"Care","11/1/25","Downtier","3011",,"1700"
"Care","11/1/25","New Connect","439",,"1700"
"Care","11/1/25","Transfer","16",,"1700"
"Care","11/1/25","Upgrade","341",,"1700"
"Care","11/1/25","Uptier","17538",,"1700"
"Care","12/1/25","Disconnect","815",,"1622"
"Care","12/1/25","Downgrade","318",,"1622"
"Care","12/1/25","Downtier","2939",,"1622"
"Care","12/1/25","New Connect","416",,"1622"
"Care","12/1/25","Transfer","16",,"1622"
"Care","12/1/25","Upgrade","326",,"1622"
"Care","12/1/25","Uptier","16752",,"1622"
"Cox Owned - Retail","1/1/25","Disconnect","24165",,"23162"
"Cox Owned - Retail","1/1/25","Downgrade","9440",,"23162"
"Cox Owned - Retail","1/1/25","Downtier","23987",,"23162"
"Cox Owned - Retail","1/1/25","New Connect","17632",,"23162"
"Cox Owned - Retail","1/1/25","Transfer","3196",,"23162"
"Cox Owned - Retail","1/1/25","Upgrade","1971",,"23162"
"Cox Owned - Retail","1/1/25","Uptier","12582",,"23162"
"Cox Owned - Retail","2/1/25","Disconnect","22384",,"22291"
"Cox Owned - Retail","2/1/25","Downgrade","8744",,"22291"
"Cox Owned - Retail","2/1/25","Downtier","22219",,"22291"
"Cox Owned - Retail","2/1/25","New Connect","16432",,"22291"
"Cox Owned - Retail","2/1/25","Transfer","3572",,"22291"
"Cox Owned - Retail","2/1/25","Upgrade","1916",,"22291"
"Cox Owned - Retail","2/1/25","Uptier","12230",,"22291"
"Cox Owned - Retail","3/1/25","Disconnect","24648",,"24794"
"Cox Owned - Retail","3/1/25","Downgrade","9628",,"24794"
"Cox Owned - Retail","3/1/25","Downtier","26557",,"24794"
"Cox Owned - Retail","3/1/25","New Connect","17487",,"24794"
"Cox Owned - Retail","3/1/25","Transfer","4192",,"24794"
"Cox Owned - Retail","3/1/25","Upgrade","2084",,"24794"
"Cox Owned - Retail","3/1/25","Uptier","13300",,"24794"
"Cox Owned - Retail","4/1/25","Disconnect","25414",,"23786"
"Cox Owned - Retail","4/1/25","Downgrade","9928",,"23786"
"Cox Owned - Retail","4/1/25","Downtier","27383",,"23786"
"Cox Owned - Retail","4/1/25","New Connect","17668",,"23786"
"Cox Owned - Retail","4/1/25","Transfer","3907",,"23786"
"Cox Owned - Retail","4/1/25","Upgrade","2062",,"23786"
"Cox Owned - Retail","4/1/25","Uptier","13159",,"23786"
"Cox Owned - Retail","5/1/25","Disconnect","28397",,"26722"
"Cox Owned - Retail","5/1/25","Downgrade","11092",,"26722"
"Cox Owned - Retail","5/1/25","Downtier","25778",,"26722"
"Cox Owned - Retail","5/1/25","New Connect","21003",,"26722"
"Cox Owned - Retail","5/1/25","Transfer","4211",,"26722"
"Cox Owned - Retail","5/1/25","Upgrade","2384",,"26722"
"Cox Owned - Retail","5/1/25","Uptier","15218",,"26722"
"Cox Owned - Retail","6/1/25","Disconnect","27891",,"27050"
"Cox Owned - Retail","6/1/25","Downgrade","10895",,"27050"
"Cox Owned - Retail","6/1/25","Downtier","25319",,"27050"
"Cox Owned - Retail","6/1/25","New Connect","20855",,"27050"
"Cox Owned - Retail","6/1/25","Transfer","4503",,"27050"
"Cox Owned - Retail","6/1/25","Upgrade","2402",,"27050"
"Cox Owned - Retail","6/1/25","Uptier","15329",,"27050"
"Cox Owned - Retail","7/1/25","Disconnect","28891",,"28354"
"Cox Owned - Retail","7/1/25","Downgrade","11285",,"28354"
"Cox Owned - Retail","7/1/25","Downtier","26226",,"28354"
"Cox Owned - Retail","7/1/25","New Connect","23001",,"28354"
"Cox Owned - Retail","7/1/25","Transfer","4571",,"28354"
"Cox Owned - Retail","7/1/25","Upgrade","2582",,"28354"
"Cox Owned - Retail","7/1/25","Uptier","16481",,"28354"
"Cox Owned - Retail","8/1/25","Disconnect","29093",,"31075"
"Cox Owned - Retail","8/1/25","Downgrade","11365",,"31075"
"Cox Owned - Retail","8/1/25","Downtier","26410",,"31075"
"Cox Owned - Retail","8/1/25","New Connect","24910",,"31075"
"Cox Owned - Retail","8/1/25","Transfer","4413",,"31075"
"Cox Owned - Retail","8/1/25","Upgrade","2721",,"31075"
"Cox Owned - Retail","8/1/25","Uptier","17368",,"31075"
"Cox Owned - Retail","9/1/25","Disconnect","25011",,"27544"
"Cox Owned - Retail","9/1/25","Downgrade","9770",,"27544"
"Cox Owned - Retail","9/1/25","Downtier","22704",,"27544"
"Cox Owned - Retail","9/1/25","New Connect","19652",,"27544"
"Cox Owned - Retail","9/1/25","Transfer","4296",,"27544"
"Cox Owned - Retail","9/1/25","Upgrade","2241",,"27544"
"Cox Owned - Retail","9/1/25","Uptier","14306",,"27544"
"Cox Owned - Retail","10/1/25","Disconnect","24954",,"25119"
"Cox Owned - Retail","10/1/25","Downgrade","9748",,"25119"
"Cox Owned - Retail","10/1/25","Downtier","22653",,"25119"
"Cox Owned - Retail","10/1/25","New Connect","20549",,"25119"
"Cox Owned - Retail","10/1/25","Transfer","3897",,"25119"
"Cox Owned - Retail","10/1/25","Upgrade","2258",,"25119"
"Cox Owned - Retail","10/1/25","Uptier","14412",,"25119"
"Cox Owned - Retail","11/1/25","Disconnect","22620",,"23616"
"Cox Owned - Retail","11/1/25","Downgrade","8836",,"23616"
"Cox Owned - Retail","11/1/25","Downtier","20534",,"23616"
"Cox Owned - Retail","11/1/25","New Connect","18964",,"23616"
"Cox Owned - Retail","11/1/25","Transfer","3504",,"23616"
"Cox Owned - Retail","11/1/25","Upgrade","2061",,"23616"
"Cox Owned - Retail","11/1/25","Uptier","13153",,"23616"
"Cox Owned - Retail","12/1/25","Disconnect","22078",,"22534"
"Cox Owned - Retail","12/1/25","Downgrade","8624",,"22534"
"Cox Owned - Retail","12/1/25","Downtier","20042",,"22534"
"Cox Owned - Retail","12/1/25","New Connect","17975",,"22534"
"Cox Owned - Retail","12/1/25","Transfer","3464",,"22534"
"Cox Owned - Retail","12/1/25","Upgrade","1969",,"22534"
"Cox Owned - Retail","12/1/25","Uptier","12564",,"22534"
"Direct","1/1/25","Disconnect","132",,"5323"
"Direct","1/1/25","Downgrade","52",,"5323"
"Direct","1/1/25","Downtier","506",,"5323"
"Direct","1/1/25","New Connect","3943",,"5323"
"Direct","1/1/25","Transfer","997",,"5323"
"Direct","1/1/25","Upgrade","90",,"5323"
"Direct","1/1/25","Uptier","289",,"5323"
"Direct","2/1/25","Disconnect","122",,"5123"
"Direct","2/1/25","Downgrade","48",,"5123"
"Direct","2/1/25","Downtier","468",,"5123"
"Direct","2/1/25","New Connect","3675",,"5123"
"Direct","2/1/25","Transfer","1114",,"5123"
"Direct","2/1/25","Upgrade","87",,"5123"
"Direct","2/1/25","Uptier","280",,"5123"
"Direct","3/1/25","Disconnect","134",,"5698"
"Direct","3/1/25","Downgrade","53",,"5698"
"Direct","3/1/25","Downtier","560",,"5698"
"Direct","3/1/25","New Connect","3892",,"5698"
"Direct","3/1/25","Transfer","1307",,"5698"
"Direct","3/1/25","Upgrade","95",,"5698"
"Direct","3/1/25","Uptier","305",,"5698"
"Direct","4/1/25","Disconnect","139",,"5467"
"Direct","4/1/25","Downgrade","54",,"5467"
"Direct","4/1/25","Downtier","577",,"5467"
"Direct","4/1/25","New Connect","3932",,"5467"
"Direct","4/1/25","Transfer","1218",,"5467"
"Direct","4/1/25","Upgrade","94",,"5467"
"Direct","4/1/25","Uptier","302",,"5467"
"Direct","5/1/25","Disconnect","155",,"6141"
"Direct","5/1/25","Downgrade","61",,"6141"
"Direct","5/1/25","Downtier","544",,"6141"
"Direct","5/1/25","New Connect","4652",,"6141"
"Direct","5/1/25","Transfer","1313",,"6141"
"Direct","5/1/25","Upgrade","108",,"6141"
"Direct","5/1/25","Uptier","349",,"6141"
"Direct","6/1/25","Disconnect","152",,"6217"
"Direct","6/1/25","Downgrade","59",,"6217"
"Direct","6/1/25","Downtier","534",,"6217"
"Direct","6/1/25","New Connect","4597",,"6217"
"Direct","6/1/25","Transfer","1404",,"6217"
"Direct","6/1/25","Upgrade","109",,"6217"
"Direct","6/1/25","Uptier","352",,"6217"
"Direct","7/1/25","Disconnect","158",,"6517"
"Direct","7/1/25","Downgrade","62",,"6517"
"Direct","7/1/25","Downtier","553",,"6517"
"Direct","7/1/25","New Connect","5265",,"6517"
"Direct","7/1/25","Transfer","1415",,"6517"
"Direct","7/1/25","Upgrade","117",,"6517"
"Direct","7/1/25","Uptier","378",,"6517"
"Direct","8/1/25","Disconnect","159",,"7142"
"Direct","8/1/25","Downgrade","62",,"7142"
"Direct","8/1/25","Downtier","557",,"7142"
"Direct","8/1/25","New Connect","5702",,"7142"
"Direct","8/1/25","Transfer","1356",,"7142"
"Direct","8/1/25","Upgrade","124",,"7142"
"Direct","8/1/25","Uptier","398",,"7142"
"Direct","9/1/25","Disconnect","136",,"6330"
"Direct","9/1/25","Downgrade","53",,"6330"
"Direct","9/1/25","Downtier","479",,"6330"
"Direct","9/1/25","New Connect","4570",,"6330"
"Direct","9/1/25","Transfer","1310",,"6330"
"Direct","9/1/25","Upgrade","102",,"6330"
"Direct","9/1/25","Uptier","328",,"6330"
"Direct","10/1/25","Disconnect","136",,"5773"
"Direct","10/1/25","Downgrade","53",,"5773"
"Direct","10/1/25","Downtier","478",,"5773"
"Direct","10/1/25","New Connect","4659",,"5773"
"Direct","10/1/25","Transfer","1188",,"5773"
"Direct","10/1/25","Upgrade","103",,"5773"
"Direct","10/1/25","Uptier","330",,"5773"
"Direct","11/1/25","Disconnect","123",,"5427"
"Direct","11/1/25","Downgrade","48",,"5427"
"Direct","11/1/25","Downtier","433",,"5427"
"Direct","11/1/25","New Connect","4280",,"5427"
"Direct","11/1/25","Transfer","1061",,"5427"
"Direct","11/1/25","Upgrade","94",,"5427"
"Direct","11/1/25","Uptier","302",,"5427"
"Direct","12/1/25","Disconnect","120",,"5179"
"Direct","12/1/25","Downgrade","47",,"5179"
"Direct","12/1/25","Downtier","423",,"5179"
"Direct","12/1/25","New Connect","4056",,"5179"
"Direct","12/1/25","Transfer","1041",,"5179"
"Direct","12/1/25","Upgrade","90",,"5179"
"Direct","12/1/25","Uptier","288",,"5179"
"Inbound","1/1/25","Disconnect","602",,"34139"
"Inbound","1/1/25","Downgrade","235",,"34139"
"Inbound","1/1/25","Downtier","2124",,"34139"
"Inbound","1/1/25","New Connect","19019",,"34139"
"Inbound","1/1/25","Transfer","10175",,"34139"
"Inbound","1/1/25","Upgrade","2330",,"34139"
"Inbound","1/1/25","Uptier","8807",,"34139"
"Inbound","2/1/25","Disconnect","558",,"32856"
"Inbound","2/1/25","Downgrade","218",,"32856"
"Inbound","2/1/25","Downtier","1968",,"32856"
"Inbound","2/1/25","New Connect","17645",,"32856"
"Inbound","2/1/25","Transfer","11370",,"32856"
"Inbound","2/1/25","Upgrade","2265",,"32856"
"Inbound","2/1/25","Uptier","8561",,"32856"
"Inbound","3/1/25","Disconnect","614",,"36545"
"Inbound","3/1/25","Downgrade","240",,"36545"
"Inbound","3/1/25","Downtier","2352",,"36545"
"Inbound","3/1/25","New Connect","18603",,"36545"
"Inbound","3/1/25","Transfer","13346",,"36545"
"Inbound","3/1/25","Upgrade","2463",,"36545"
"Inbound","3/1/25","Uptier","9310",,"36545"
"Inbound","4/1/25","Disconnect","633",,"35060"
"Inbound","4/1/25","Downgrade","247",,"35060"
"Inbound","4/1/25","Downtier","2425",,"35060"
"Inbound","4/1/25","New Connect","18795",,"35060"
"Inbound","4/1/25","Transfer","12438",,"35060"
"Inbound","4/1/25","Upgrade","2437",,"35060"
"Inbound","4/1/25","Uptier","9211",,"35060"
"Inbound","5/1/25","Disconnect","708",,"39387"
"Inbound","5/1/25","Downgrade","276",,"39387"
"Inbound","5/1/25","Downtier","2283",,"39387"
"Inbound","5/1/25","New Connect","22135",,"39387"
"Inbound","5/1/25","Transfer","13407",,"39387"
"Inbound","5/1/25","Upgrade","2818",,"39387"
"Inbound","5/1/25","Uptier","10653",,"39387"
